fold,horizon,seed,model,ablation_mode,feature_group,features_used,proxy_features_used,unsupported_groups,accuracy,macro_f1,mcc,ece,brier_score,status
fold_1,10,1,ridge,only_one_group,volatility_proxy,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,raw_lob_only,raw_lob,44,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5922858556658073,0.25699523641773997,0.04243297758095038,,,completed
fold_1,10,1,ridge,derived_microstructure_only,derived_microstructure,54,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6053077063312238,0.30696162857448805,0.14101242921591178,,,completed
fold_1,10,1,ridge,no_proxy_features,no_proxy,58,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5936661718363414,0.2721905495965437,0.06774109215821547,,,completed
fold_1,10,2,logistic,all_features,all,98,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6322368935073053,0.4047283174464407,0.2464918021031744,0.02815397537260498,0.5103463237223018,completed
fold_1,10,2,logistic,remove_one_group,price_levels,78,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6329140297419069,0.40340646518357187,0.24932289860060536,0.03083583597079406,0.5110217766090329,completed
fold_1,10,2,logistic,remove_one_group,size_levels,78,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6303877907128161,0.40253328290189466,0.2401274224431615,0.02678471050901042,0.5118500047593334,completed
fold_1,10,2,logistic,remove_one_group,top_of_book,94,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6317681068833503,0.4040915679448491,0.2448729789406885,0.02741648504106036,0.510455792131545,completed
fold_1,10,2,logistic,remove_one_group,spread,96,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6285907753209886,0.3850413755620135,0.23770432628223054,0.03199038827574147,0.5161741836174595,completed
fold_1,10,2,logistic,remove_one_group,midprice,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6321066750006511,0.4046197433799095,0.24605522907779215,0.028180276882321553,0.5103539446684139,completed
fold_1,10,2,logistic,remove_one_group,microprice,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6318462379873427,0.4046619519374593,0.24509499143004404,0.02743275524864773,0.5103707144234111,completed
fold_1,10,2,logistic,remove_one_group,top_of_book_imbalance,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6320285438966586,0.4048148848782098,0.24573123433118077,0.02823405322412636,0.510415054134927,completed
fold_1,10,2,logistic,remove_one_group,depth_imbalance,95,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6323410683126286,0.40533771637291416,0.24678646388390918,0.028619139681930826,0.5102128546871036,completed
fold_1,10,2,logistic,remove_one_group,depth_slope,95,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6317681068833503,0.40413523071585705,0.24485908645878182,0.02783105484398245,0.5103920717818343,completed
fold_1,10,2,logistic,remove_one_group,liquidity_concentration,96,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6320285438966586,0.4050235178236808,0.24571703619787447,0.028060028408231043,0.5104254290216873,completed
fold_1,10,2,logistic,remove_one_group,snapshot_order_flow_proxy,58,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5917389379378597,0.2727024696258821,0.05855157475684144,0.019064080898083115,0.5551105396777208,completed
