fold,horizon,seed,model,ablation_mode,feature_group,baseline_accuracy,accuracy,delta_accuracy,baseline_macro_f1,macro_f1,delta_macro_f1,baseline_mcc,mcc,delta_mcc,baseline_ece,ece,delta_ece,interpretation
fold_1,10,0,ridge,remove_one_group,volatility_proxy,0.6078079016589838,0.6077558142563221,-5.208740266171574e-05,0.32641968858013254,0.32632558475134643,-9.410382878610735e-05,0.15316890294962313,0.15293137368528195,-0.00023752926434117416,,,,neutral
fold_1,10,0,ridge,only_one_group,price_levels,0.6078079016589838,0.5922077245618147,-0.015600177097169099,0.32641968858013254,0.2527988256181809,-0.07362086296195164,0.15316890294962313,0.03794296100429022,-0.11522594194533291,,,,hurt
fold_1,10,0,ridge,only_one_group,size_levels,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24778675092898472,-0.07863293765114782,0.15316890294962313,0.0045566492263401865,-0.14861225372328293,,,,hurt
fold_1,10,0,ridge,only_one_group,top_of_book,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,only_one_group,spread,0.6078079016589838,0.5946818761882439,-0.013126025470739933,0.32641968858013254,0.2662586394175608,-0.060161049162571756,0.15316890294962313,0.07053390301250359,-0.08263499993711954,,,,hurt
fold_1,10,0,ridge,only_one_group,midprice,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,only_one_group,microprice,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,only_one_group,top_of_book_imbalance,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,only_one_group,depth_imbalance,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,only_one_group,depth_slope,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,only_one_group,liquidity_concentration,0.6078079016589838,0.5911399328072505,-0.016667968851733272,0.32641968858013254,0.24767984286766512,-0.07873984571246742,0.15316890294962313,-0.00291942216564441,-0.15608832511526755,,,,hurt
fold_1,10,0,ridge,only_one_group,snapshot_order_flow_proxy,0.6078079016589838,0.5984321691798838,-0.009375732479099952,0.32641968858013254,0.27333856684383434,-0.0530811217362982,0.15316890294962313,0.10664297025402084,-0.04652593269560229,,,,hurt
fold_1,10,0,ridge,only_one_group,volatility_proxy,0.6078079016589838,0.5911659765085814,-0.016641925150402415,0.32641968858013254,0.24768670071144863,-0.0787329878686839,0.15316890294962313,0.0,-0.15316890294962313,,,,hurt
fold_1,10,0,ridge,raw_lob_only,raw_lob,0.6078079016589838,0.5922858556658073,-0.015522045993176525,0.32641968858013254,0.25699523641773997,-0.06942445216239257,0.15316890294962313,0.04243297758095038,-0.11073592536867274,,,,hurt
